id,name,rating,room,type-of-room,beds,number-of-baths,shared-bath,host-id,host-name,neighbourhood-group,neighbourhood,latitude,longitude,room-type,price,minimum-nights,number-of-reviews,last-review,reviews-per-month,calculated-host-listings-count,availability-365,number-of-reviews-ltm,license
32653090,Serviced apartment in Madrid,4.9,3,Bedroom,2,1,0,240975048,Palacio Luna,Centro,Palacio,40.42063,-3.71066,Entire home/apt,1235,1,39,30/12/2022,1.91,11,1,4,NA
14418694,Floor in Madrid,4.88,1,Bedroom,1,1,0,15328893,Alessandra,Centro,Justicia,40.42074,-3.7007,Private room,1200,1,234,6/1/2022,2.68,3,63,0,NA
12867848,Rental unit in Madrid,4.86,4,Bedroom,6,2,0,70358747,Antonio,Arganzuela,Acacias,40.40107,-3.71306,Entire home/apt,1179,222,85,8/3/2020,0.93,1,270,0,VT-5801
29850257,Rental unit in Madrid,4.72,7,Bedroom,6,5,0,126877886,Luis,Moncloa - Aravaca,Argüelles,40.43004,-3.72253,Entire home/apt,1073,1,32,31/10/2023,0.53,1,338,9,VT-9750
26933843,Rental unit in Madrid,4.88,1,Bedroom,1,1,1,130211899,Nicolas,Centro,Embajadores,40.41298,-3.707,Private room,1031,1,42,18/4/2023,0.64,1,365,1,NA
36137524,Hostel in Madrid,4.67,1,Bedroom,1,1,1,264886384,Maria Teresa,Centro,Embajadores,40.41224,-3.70073,Shared room,1000,1,3,5/1/2020,0.06,6,365,0,NA
36137508,Hostel in Madrid,5,1,Bedroom,NA,1,1,264886384,Maria Teresa,Centro,Embajadores,40.41232,-3.70081,Shared room,1000,1,9,2/2/2020,0.18,6,365,0,NA
36137486,Hostel in Madrid,4.65,1,Bedroom,1,1,1,264886384,Maria Teresa,Centro,Embajadores,40.41352,-3.70254,Shared room,1000,1,23,10/2/2020,0.44,6,365,0,NA
29054264,Rental unit in Madrid,5,9,Bedroom,2,1,0,213488532,Pablo,Centro,Universidad,40.42314,-3.70966,Private room,1000,1,3,12/11/2021,0.12,2,179,0,NA
26690367,Rental unit in Madrid,5,3,Bedroom,4,2,0,81628294,Mariana,Centro,Palacio,40.41867,-3.71018,Entire home/apt,1000,6,14,23/7/2023,0.22,2,29,2,9058
36559688,Boutique hotel in Madrid,4.72,1,Bedroom,1,1,0,273735428,Soho Boutique Opera,Centro,Palacio,40.41952,-3.70827,Hotel room,999,1,25,2/11/2021,0.48,2,0,0,NA
10721228,Rental unit in Madrid,4.86,3,Bedroom,3,2,0,9228673,Home At Homes,Centro,Justicia,40.42199,-3.69684,Entire home/apt,999,5,56,24/12/2019,0.61,11,0,0,VT-1612
39882735,Hostel in Madrid,4.63,1,Bedroom,4,1,0,307109778,Hostal Cervelo,Centro,Cortes,40.41428,-3.70144,Private room,993,1,8,14/12/2022,0.53,5,12,0,NA
47883472,Rental unit in Madrid,4.5,3,Bedroom,3,2,0,377605855,MIT House,Centro,Cortes,40.41523,-3.70018,Entire home/apt,982,1,20,22/7/2023,0.71,291,167,5,VT-8768
26871728,Rental unit in Madrid,4.67,1,Bedroom,1,1,0,202102997,Inmaculada,Centro,Palacio,40.42103,-3.70801,Entire home/apt,959,1,6,20/7/2021,0.09,1,0,0,NA
16556072,Rental unit in Madrid,4,2,Bedroom,2,1,0,2711109,Stopinflat.,Centro,Embajadores,40.40906,-3.69506,Entire home/apt,956,30,3,16/11/2021,0.04,18,0,0,NA
47884471,Rental unit in Madrid,4.27,3,Bedroom,5,2,0,377605855,MIT House,Centro,Palacio,40.40986,-3.71025,Entire home/apt,938,1,26,14/7/2023,0.81,291,89,2,VT-1474
16734324,Rental unit in Madrid,4.65,4,Bedroom,4,3,0,107335103,Amazinn Places,Retiro,Pacífico,40.40703,-3.67692,Entire home/apt,910,1,31,3/11/2023,0.6,115,355,1,NA
39882555,Hostel in Madrid,4.67,1,Bedroom,3,1,0,307109778,Hostal Cervelo,Centro,Cortes,40.41419,-3.69992,Private room,903,1,3,25/9/2022,0.2,5,24,0,NA
42330635,Rental unit in Madrid,5,1,Bedroom,1,1,1,71846237,Miguel,Puente de Vallecas,Numancia,40.39502,-3.65787,Private room,900,1,4,29/10/2021,0.15,1,364,0,NA
43935497,Rental unit in Madrid,4.87,3,Bedroom,5,3,0,350310420,HS Juan & Marina,Salamanca,Recoletos,40.42518,-3.6834,Entire home/apt,850,3,39,10/12/2023,1.08,1,197,6,NA
14708647,Rental unit in Madrid  Comunidad de Madrid  ES,4.67,3,Bedroom,4,1,0,39971222,Jacinto,Centro,Embajadores,40.4066,-3.70215,Entire home/apt,843,3,57,20/1/2023,0.65,1,88,2,NA
21862103,Rental unit in Madrid,5,3,Bedroom,6,3,0,8851341,Sonsoles,Salamanca,Recoletos,40.42177,-3.68715,Entire home/apt,840,5,15,28/10/2023,0.21,1,244,4,NA
15645521,Rental unit in Madrid,4.78,2,Bedroom,2,1,0,100942694,David,Arganzuela,Palos de Moguer,40.4053,-3.69149,Entire home/apt,800,2,181,8/3/2020,2.08,1,365,0,VT-2661
51199566,Home in Madrid,4.9,3,Bedroom,5,3,0,395600797,Ramón,Hortaleza,Valdefuentes,40.48525,-3.6666,Entire home/apt,780,2,51,24/10/2023,1.84,1,343,20,NA
40509148,Home in Madrid,5,5,Bedroom,9,4,0,132773523,Raquel,Hortaleza,Valdefuentes,40.48213,-3.6323,Entire home/apt,780,2,13,15/10/2023,0.32,4,310,6,NA
49493252,Rental unit in Madrid,4.46,2,Bedroom,3,2,0,377605855,MIT House,Centro,Embajadores,40.40939,-3.70688,Entire home/apt,751,1,63,26/5/2023,2.07,291,0,11,VT-6755
3143400,Rental unit in Madrid,4.86,1,Bedroom,1,1,1,15328893,Alessandra,Centro,Justicia,40.42042,-3.70094,Private room,750,1,527,1/10/2022,5.07,3,1,0,NA
22700207,Rental unit in Madrid,4.87,7,Bedroom,17,5,0,104954660,Chloe,Centro,Justicia,40.41933,-3.6978,Entire home/apt,744,1,106,20/11/2023,1.51,7,181,21,NA
12086094,Rental unit in Madrid,4.91,1,Bedroom,1,1,0,28404781,Jose,Centro,Justicia,40.42666,-3.69681,Entire home/apt,737,365,47,7/6/2017,0.51,2,358,0,NA
43201596,Rental unit in Madrid,4.65,4,Bedroom,5,4,0,343853631,HS Juan & Marina,Salamanca,Recoletos,40.42438,-3.68278,Entire home/apt,736,3,62,24/11/2023,1.56,1,257,23,NA
9473403,Loft in Madrid,4.91,1,Studio,1,1,0,28404781,Jose,Centro,Justicia,40.42713,-3.70024,Entire home/apt,734,365,78,25/9/2017,0.8,2,358,0,NA
52717672,Villa in Madrid,4.6,5,Bedroom,9,4,0,132773523,Raquel,Hortaleza,Valdefuentes,40.47999,-3.63431,Entire home/apt,733,2,10,1/10/2023,0.47,4,322,6,NA
37211652,Rental unit in Madrid,5,2,Bedroom,3,2,0,252610793,Maria,Chamberí,Gaztambide,40.43376,-3.71275,Entire home/apt,729,10,8,2/1/2020,0.15,1,83,0,VT - 11503
8931977,Home in Madrid,4.89,8,Bedroom,10,5,0,9360920,La Calandria Villa,Fuencarral - El Pardo,Peñagrande,40.47564,-3.72707,Entire home/apt,729,3,83,19/11/2023,0.89,1,337,14,VT-3726
52505142,Rental unit in Madrid,3.83,7,Bedroom,8,4,0,250112582,HomeAbroad Apartments,Salamanca,Guindalera,40.43377,-3.66054,Entire home/apt,711,1,6,18/9/2022,0.24,5,314,0,EN TRAMITE
32886235,Rental unit in Madrid,4.64,7,Bedroom,15,7,0,34598812,Maroco,Centro,Cortes,40.41883,-3.69893,Entire home/apt,709,1,25,18/9/2023,0.46,11,242,10,NA
3146468,Rental unit in Madrid,4.82,1,Bedroom,1,1,1,15328893,Alessandra,Centro,Justicia,40.42074,-3.7007,Private room,700,1,606,17/8/2023,5.24,3,63,6,NA
41701974,Hostel in Madrid,4.14,1,Bedroom,1,1,0,328391407,Suites You,Centro,Palacio,40.41535,-3.71242,Private room,699,1,7,5/1/2021,0.17,4,104,0,NA
41632953,Hostel in Madrid,4,1,Studio,1,1,0,328391407,Suites You,Centro,Palacio,40.4172,-3.7125,Private room,699,1,22,2/9/2022,0.55,4,104,0,NA
53430846,Rental unit in Madrid,4.5,6,Bedroom,10,6,0,250112582,HomeAbroad Apartments,Centro,Embajadores,40.41129,-3.70558,Entire home/apt,694,1,4,14/5/2023,0.2,5,301,1,000/EnTramite
39800364,Rental unit in Madrid,4.1,6,Bedroom,8,4,0,250112582,HomeAbroad Apartments,Salamanca,Guindalera,40.43479,-3.66055,Entire home/apt,690,1,10,15/9/2022,0.2,5,314,0,EN TRAMITE
44266069,Rental unit in Madrid,4.81,6,Bedroom,14,4,0,356248492,Monaro,Centro,Cortes,40.41175,-3.69409,Entire home/apt,683,1,106,1/12/2023,2.83,17,198,39,vt-3901
47883547,Rental unit in Madrid,4.59,2,Bedroom,8,2,0,377605855,MIT House,Salamanca,Fuente del Berro,40.42971,-3.66239,Entire home/apt,662,1,49,27/8/2023,1.51,291,0,14,VT-4742
4723540,Rental unit in Madrid,4.74,1,Bedroom,1,1,0,24396830,Angeles,Centro,Universidad,40.4264,-3.70395,Private room,650,30,156,23/2/2019,1.42,1,364,0,NA
51702569,Rental unit in Madrid,4.82,3,Bedroom,4,3,0,106591951,Luxa Home,Salamanca,Goya,40.42253,-3.67969,Entire home/apt,649,1,50,22/10/2023,1.79,56,0,22,NA
45238401,Rental unit in Madrid,5,2,Bedroom,2,2,0,359227982,Ayala 63,Salamanca,Goya,40.42698,-3.67616,Entire home/apt,649,1,8,20/9/2023,0.26,4,325,1,VT12138
21972138,Rental unit in Madrid,4.96,4,Bedroom,6,3,0,19634921,Jose Ramon,Chamberí,Arapiles,40.42997,-3.70715,Entire home/apt,649,2,134,9/12/2023,1.84,1,251,23,VT-4864
46632262,Condo in Madrid,4.95,3,Bedroom,4,2,0,354326052,Dasosa,Retiro,Ibiza,40.42037,-3.67925,Entire home/apt,637,3,38,31/10/2023,1.05,3,335,17,VT-9513
42457540,Condo in Madrid,4.76,5,Bedroom,6,4,0,135382834,Kivoya,Centro,Sol,40.4193235,-3.7067569,Entire home/apt,632,2,48,4/10/2023,1.44,2,0,9,12630
37821999,Rental unit in Madrid,4.92,3,Bedroom,5,3,0,286278852,Azu Y Dani,Salamanca,Recoletos,40.42192,-3.68495,Entire home/apt,631,1,99,26/11/2023,1.92,1,299,35,NA
15377196,Rental unit in Madrid,4.88,5,Bedroom,11,2,0,69600676,Maria Noelia,Centro,Palacio,40.41202164,-3.708142996,Entire home/apt,629,2,124,25/11/2023,1.42,10,164,27,VT-4099
43378596,Hostel in Madrid,5,1,Bedroom,1,1,0,309650218,Hostal Abadia,Centro,Embajadores,40.41259,-3.70333,Private room,622,1,4,3/1/2023,0.26,11,20,2,NA
16490785,Rental unit in Madrid,4.81,5,Bedroom,8,4,0,23603298,HeimaHomes,Salamanca,Recoletos,40.42572,-3.68893,Entire home/apt,613,1,176,9/12/2023,2.08,22,273,24,VT-2731
43203656,Rental unit in Madrid,4.79,3,Bedroom,5,2,0,343868276,HS Juan & Marina,Centro,Cortes,40.41059,-3.69376,Entire home/apt,611,3,33,13/11/2023,0.84,1,0,10,NA
31277642,Home in Madrid,4.67,4,Bedroom,9,4,0,9914076,Aurea,Fuencarral - El Pardo,Mirasierra,40.49221,-3.71034,Entire home/apt,607,7,3,3/3/2020,0.05,1,363,0,NA
35149673,Rental unit in Madrid,4.08,2,Bedroom,2,2,0,264724582,Global,Centro,Embajadores,40.41387,-3.70365,Entire home/apt,606,1,26,17/8/2021,0.47,1,0,0,NA
42595353,Rental unit in Madrid,4.7,5,Bedroom,5,5,0,339309274,Continental,Centro,Justicia,40.42044,-3.69718,Entire home/apt,604,1,60,3/12/2023,1.59,1,315,27,NA
20520511,Rental unit in Madrid,4.82,5,Bedroom,8,4,0,23603298,HeimaHomes,Centro,Cortes,40.41467,-3.69931,Entire home/apt,603,1,171,21/11/2023,2.24,22,280,24,VT-5966
12787637,Rental unit in Madrid,4.67,7,Bedroom,14,4,0,8124160,Flavia,Centro,Cortes,40.41846,-3.69851,Entire home/apt,597,1,128,2/9/2023,1.39,10,206,4,NA
21978147,Rental unit in Madrid,4.65,3,Bedroom,7,2,0,32420211,Hellen,Centro,Universidad,40.421242,-3.706301,Entire home/apt,587,1,69,14/9/2023,0.94,4,290,5,VT5774
27417335,Rental unit in Madrid,4.8,2,Bedroom,2,1,0,10648744,60 Balconies,Centro,Justicia,40.42161,-3.69302,Entire home/apt,576,1,5,11/7/2023,0.14,3,7,1,NA
49107205,Rental unit in Madrid,4.16,1,Bedroom,3,1,0,377605855,MIT House,Centro,Cortes,40.41634,-3.70007,Entire home/apt,562,1,19,29/10/2023,0.68,291,307,5,VT-9722
47883508,Rental unit in Madrid,4.75,3,Bedroom,5,2,0,377605855,MIT House,Centro,Embajadores,40.41029,-3.70815,Entire home/apt,562,1,24,13/8/2023,0.8,291,202,5,VT-1472
47881356,Rental unit in Madrid,4.62,3,Bedroom,5,2,0,377605855,MIT House,Centro,Palacio,40.41037,-3.71038,Entire home/apt,562,1,26,28/5/2023,0.88,291,144,6,VT-1473
27321061,Rental unit in Madrid,4.82,2,Bedroom,3,2,0,10648744,60 Balconies,Centro,Justicia,40.42174,-3.69264,Entire home/apt,561,1,96,17/11/2023,1.48,3,7,17,NA
40585138,Rental unit in Madrid,4.58,3,Bedroom,7,4,0,32420211,Hellen,Centro,Universidad,40.421249,-3.70627,Entire home/apt,559,1,12,10/12/2023,0.41,4,251,2,NA
22280427,Rental unit in Madrid,4.96,3,Bedroom,6,2,0,364585,Vin,Centro,Justicia,40.42572,-3.69581,Entire home/apt,557,3,26,29/12/2022,0.37,4,177,1,NA
43814644,Rental unit in Madrid,4.83,3,Bedroom,4,3,0,350318371,HS Juan & Marina,Salamanca,Recoletos,40.42731,-3.68343,Entire home/apt,554,3,48,25/11/2023,1.22,1,261,10,NA
22242267,Rental unit in Madrid,4.62,4,Bedroom,5,3,0,28038703,Luxury Rentals Madrid,Salamanca,Recoletos,40.42123,-3.68525,Entire home/apt,553,3,21,26/10/2023,0.32,101,75,3,VT-9229
31559298,Rental unit in Madrid,4.76,6,Bedroom,6,4,0,8780654,Marbelus Realty S.L,Salamanca,Castellana,40.43047,-3.68316,Entire home/apt,551,3,84,3/12/2023,1.46,2,0,26,VT-11020
45515897,Home in Madrid,4.94,4,Bedroom,4,4,0,368408102,Dania,Hortaleza,Valdefuentes,40.47465,-3.62746,Entire home/apt,550,3,17,17/11/2023,0.51,1,352,5,NA
44777326,Rental unit in Madrid,4.93,2,Bedroom,4,2,0,362307076,HS Juan Y Marina,Salamanca,Recoletos,40.42265,-3.68041,Entire home/apt,550,3,41,3/12/2023,1.02,1,313,19,NA
43829358,Rental unit in Madrid,4.77,2,Bedroom,3,2,0,345922783,HS Juan & Marina,Centro,Universidad,40.42575,-3.70245,Entire home/apt,550,3,12,24/10/2023,0.3,1,0,4,NA
26551197,Rental unit in Madrid,4.84,5,Bedroom,8,3,0,197506862,Miguel,Salamanca,Recoletos,40.42884,-3.68237,Entire home/apt,550,1,148,8/12/2023,2.23,5,5,47,NA
43378495,Hostel in Madrid,4.5,1,Bedroom,1,1,0,309650218,Hostal Abadia,Centro,Embajadores,40.41311,-3.70316,Private room,542,1,4,19/2/2023,0.27,11,23,1,NA
40123763,Hostel in Madrid,4.5,1,Bedroom,1,1,0,309650218,Hostal Abadia,Centro,Embajadores,40.41261,-3.702,Private room,542,1,4,28/9/2020,0.08,11,24,0,NA
26379208,Rental unit in Madrid,4.96,3,Bedroom,5,3,0,9187967,Mateo,Salamanca,Recoletos,40.42172,-3.68958,Entire home/apt,533,2,136,9/12/2023,2.07,3,264,42,49260152918
19897544,Rental unit in Madrid,4.73,4,Bedroom,7,3,0,23603298,HeimaHomes,Salamanca,Recoletos,40.42244,-3.68491,Entire home/apt,532,1,129,26/11/2023,1.67,22,311,20,VT5967
26230020,Rental unit in Madrid,4.96,3,Bedroom,5,3,0,9187967,Mateo,Salamanca,Recoletos,40.42172,-3.68958,Entire home/apt,529,2,197,14/12/2023,3.11,3,0,66,49260154918
14228441,Rental unit in Madrid,4.62,3,Bedroom,5,3,0,28038703,Luxury Rentals Madrid,Centro,Palacio,40.418,-3.70984,Entire home/apt,525,2,89,2/8/2023,1.01,101,51,12,VT-3958
45856003,Rental unit in Madrid,4.4,2,Bedroom,2,2,0,106591951,Luxa Home,Salamanca,Goya,40.42788,-3.67617,Entire home/apt,521,2,5,28/5/2023,0.16,56,355,3,NA
40395872,Rental unit in Madrid,5,3,Bedroom,7,2,0,32420211,Hellen,Centro,Universidad,40.421253,-3.706305,Entire home/apt,520,1,12,24/10/2023,0.44,4,277,6,VT5774
34917324,Rental unit in Madrid,4.8,1,Bedroom,2,1,0,192506501,Gema,Chamberí,Trafalgar,40.43117,-3.69715,Entire home/apt,513,3,5,1/11/2022,0.2,1,87,0,NA
50142713,Rental unit in Madrid,5,2,Bedroom,2,2,0,106591951,Luxa Home,Salamanca,Goya,40.42641,-3.67835,Entire home/apt,510,2,5,11/11/2023,0.23,56,164,2,NA
25448737,Rental unit in Madrid,4.85,4,Bedroom,6,5,0,192061683,Dalia,Centro,Embajadores,40.41232,-3.70074,Entire home/apt,507,2,108,10/12/2023,1.62,1,217,27,NA
46898355,Rental unit in Madrid,5,4,Bedroom,6,4,0,12506315,Javier,Moncloa - Aravaca,Argüelles,40.42743,-3.71517,Entire home/apt,500,6,19,20/9/2023,0.74,5,68,8,VT-6650
30343702,Rental unit in Madrid,4.36,1,Bedroom,2,1,0,43178675,Susana,Latina,Cármenes,40.40328,-3.73876,Entire home/apt,500,2,11,1/3/2020,0.18,1,88,0,NA
18623683,Rental unit in Madrid,4.75,3,Bedroom,5,2,0,123750601,María,Salamanca,Lista,40.43192,-3.67837,Entire home/apt,500,3,4,25/7/2022,0.05,1,6,0,NA
3832234,Rental unit in Madrid,5,1,Bedroom,2,2,0,70273,Rafa,Retiro,Adelfas,40.39967,-3.67144,Private room,500,1,8,2/6/2019,0.07,1,365,0,NA
50302762,Rental unit in Madrid,4.68,3,Bedroom,5,2,0,377605855,MIT House,Centro,Embajadores,40.40862,-3.70994,Entire home/apt,498,1,25,3/12/2023,0.9,291,344,8,VT-5710
7740638,Rental unit in Madrid,4.74,3,Bedroom,3,3,0,9228673,Home At Homes,Centro,Palacio,40.41759,-3.71188,Entire home/apt,495,5,34,29/11/2023,0.35,11,313,1,VT-1975
37152536,Rental unit in Madrid,4.91,4,Bedroom,7,3,0,28786243,Emilio,Centro,Embajadores,40.41161,-3.7019,Entire home/apt,492,1,101,21/11/2023,1.96,75,305,31,NA
50143126,Rental unit in Madrid,5,2,Bedroom,2,2,0,106591951,Luxa Home,Salamanca,Goya,40.42644,-3.67656,Entire home/apt,490,2,4,24/10/2023,0.18,56,260,2,NA
19388327,Rental unit in Madrid,4.63,3,Bedroom,3,3,0,40895919,Julio,Chamberí,Trafalgar,40.42895,-3.70098,Entire home/apt,489,3,35,22/10/2023,0.56,1,179,5,NA
34763904,Rental unit in Madrid,4.71,3,Bedroom,3,3,0,262162235,Maria De La Guía,Retiro,Jerónimos,40.40874,-3.6889,Entire home/apt,488,1,72,26/11/2023,1.3,1,10,12,VT
2319136,casa particular in Madrid,4.77,2,Bedroom,5,2,0,8515277,Jesús,Retiro,Niño Jesús,40.40926,-3.67569,Entire home/apt,486,2,66,22/10/2023,0.56,3,93,2,VT-6243
38888250,Rental unit in Madrid,4.83,4,Bedroom,6,4,0,107141654,Leeways,Retiro,Jerónimos,40.41844,-3.69041,Entire home/apt,485,5,84,10/12/2023,1.66,97,160,27,VT-13066
30171030,Rental unit in Madrid,4.93,3,Bedroom,5,3,0,28038703,Luxury Rentals Madrid,Salamanca,Goya,40.42703,-3.67996,Entire home/apt,483,3,15,18/8/2023,0.26,101,119,2,VT-5985
27802050,Rental unit in Madrid,4.79,3,Bedroom,6,3,0,596469,Gabriel Avalos,Chamberí,Almagro,40.4272,-3.69296,Entire home/apt,482,1,24,15/11/2023,0.47,31,303,7,NA
15699859,Rental unit in Madrid,4.68,5,Bedroom,8,2,0,66868893,Casa Mia,Centro,Embajadores,40.41354,-3.70361,Entire home/apt,482,3,135,3/12/2023,1.58,1,260,24,NA
53507070,Rental unit in Madrid,5,2,Bedroom,2,2,0,175257972,David,Centro,Universidad,40.424382,-3.7068263,Entire home/apt,480,31,5,15/11/2023,0.35,1,322,3,NA
44597151,Rental unit in Madrid,4.6,2,Bedroom,3,2,0,350175229,Principe,Centro,Universidad,40.42264,-3.70929,Entire home/apt,479,2,45,22/9/2023,1.23,1,9,7,VT-12931
24125795,Rental unit in Madrid,4.77,5,Bedroom,7,2,0,181741760,Casa Mia,Centro,Embajadores,40.41226,-3.70597,Entire home/apt,476,3,107,13/11/2023,1.57,2,231,20,VT-2282
42633638,Rental unit in Madrid,4.74,2,Bedroom,3,1,0,9825906,Sara,Centro,Palacio,40.41448,-3.71586,Entire home/apt,471,2,19,6/6/2023,0.42,1,98,11,NA
30174960,Rental unit in Madrid,5,2,Bedroom,2,3,0,28038703,Luxury Rentals Madrid,Salamanca,Recoletos,40.42195,-3.68442,Entire home/apt,471,3,5,21/7/2023,0.09,101,113,1,VT-9250
17243915,Condo in Madrid,4.97,4,Bedroom,7,4,0,112223963,Carlos Apamac,Centro,Sol,40.41976,-3.70023,Entire home/apt,471,2,229,9/12/2023,2.78,2,0,44,Pendiente
49511758,Rental unit in Madrid,4.45,3,Bedroom,5,2,0,377605855,MIT House,Centro,Embajadores,40.41263,-3.70108,Entire home/apt,469,1,42,1/11/2023,1.43,291,189,10,VT-6668
48795728,Serviced apartment in Madrid,4.75,5,Bedroom,10,2,0,95758768,Francisco Javier,Centro,Palacio,40.40903,-3.71289,Entire home/apt,469,1,27,21/10/2023,1.26,7,0,7,NA
8663494,Rental unit in Madrid,4.97,2,Bedroom,2,2,0,26340878,Ana Belén,Salamanca,Recoletos,40.4277,-3.68553,Entire home/apt,465,3,148,26/11/2023,1.63,1,315,17,NA
41552638,Rental unit in Madrid,4.77,3,Bedroom,4,3,0,28038703,Luxury Rentals Madrid,Salamanca,Recoletos,40.42524,-3.68061,Entire home/apt,463,3,39,1/10/2023,0.83,101,80,15,******
52330658,Rental unit in Madrid,4.45,2,Bedroom,4,2,0,377605855,MIT House,Salamanca,Guindalera,40.43221,-3.66737,Entire home/apt,462,1,22,16/10/2023,1.08,291,221,14,VT-5103
7445971,Loft in Madrid,4.9,3,Bedroom,4,2,0,7976340,Pilar,Arganzuela,Palos de Moguer,40.40280914,-3.699892044,Entire home/apt,461,1,21,10/12/2023,0.21,8,83,3,NA
30536448,Rental unit in Madrid,4.92,4,Bedroom,6,4,0,229128353,Dani Y Mireia,Moncloa - Aravaca,Argüelles,40.43009,-3.71972,Entire home/apt,460,1,130,20/11/2023,2.13,1,1,42,NA
16993980,Rental unit in Madrid,4.81,4,Bedroom,7,3,0,113826816,David Y Luis Miguel,Centro,Sol,40.41855,-3.69979,Entire home/apt,458,1,292,26/11/2023,3.5,1,265,51,VT-5014
32531313,Rental unit in Madrid,5,3,Bedroom,4,2,0,84418442,Gidas Kadoba,Retiro,Niño Jesús,40.41391,-3.67623,Entire home/apt,457,3,30,25/10/2023,0.55,1,13,17,VT - 10606
7221951,Rental unit in Madrid,4.86,7,Bedroom,7,3,0,37805036,Elena,Centro,Universidad,40.42329,-3.7106,Entire home/apt,455,2,7,19/7/2016,0.07,3,87,0,NA
47883514,Rental unit in Madrid,4.08,2,Bedroom,3,2,0,377605855,MIT House,Centro,Universidad,40.42685,-3.71113,Entire home/apt,454,1,24,6/8/2023,0.81,291,288,10,VT-959
34496046,Rental unit in Madrid,4.74,8,Bedroom,14,4,0,7145793,Miguel Angel,Ciudad Lineal,Quintana,40.43324,-3.65145,Entire home/apt,453,1,62,2/12/2023,1.18,18,219,24,En trámite
13898710,Rental unit in Madrid,4.89,5,Bedroom,8,4,0,23603298,HeimaHomes,Centro,Palacio,40.41909,-3.70833,Entire home/apt,453,1,163,24/11/2023,1.81,22,272,40,VT2631
50302761,Rental unit in Madrid,4.48,3,Bedroom,5,2,0,377605855,MIT House,Centro,Embajadores,40.40877,-3.70858,Entire home/apt,452,1,23,27/10/2023,0.78,291,351,11,VT-1475
33216928,Rental unit in Madrid,4.57,2,Bedroom,5,1,0,2915210,Jennifer,Centro,Embajadores,40.40816,-3.69911,Entire home/apt,452,1,129,12/2/2023,2.26,1,90,6,NA
24466032,Rental unit in Madrid,4.88,3,Bedroom,3,2,0,28038703,Luxury Rentals Madrid,Centro,Justicia,40.4221,-3.69824,Entire home/apt,451,3,50,15/8/2023,0.73,101,136,11,VT-5787
41498312,Rental unit in Madrid,4.92,2,Bedroom,2,2,0,4839888,Alicia,Centro,Universidad,40.42195511,-3.707931995,Entire home/apt,450,3,37,13/11/2023,0.8,17,216,13,NA
39907707,Rental unit in Madrid,5,2,Bedroom,2,2,0,136021861,Jose Ramon,Centro,Palacio,40.42089,-3.70743,Entire home/apt,450,3,7,16/5/2023,0.22,1,213,4,NA
24900786,Rental unit in Madrid,4.97,1,Bedroom,3,2,0,24730134,Luis,Chamberí,Trafalgar,40.43083,-3.69765,Entire home/apt,450,5,34,29/3/2022,0.5,1,13,0,NA
18735462,Rental unit in Madrid,4.68,5,Bedroom,13,3,0,8124160,Flavia,Centro,Justicia,40.42079,-3.69834,Entire home/apt,450,1,34,19/1/2020,0.44,10,0,0,NA
28806048,Rental unit in Madrid,4.58,7,Bedroom,7,4,0,26949088,Cristina,Moncloa - Aravaca,Argüelles,40.42488,-3.71303,Entire home/apt,448,2,71,26/11/2023,1.12,3,258,15,NA
30585384,Rental unit in Madrid,4.84,3,Bedroom,4,2,0,28786243,Emilio,Salamanca,Goya,40.42193,-3.67923,Entire home/apt,447,1,107,21/11/2023,1.75,75,330,23,NA
22307669,Rental unit in Madrid,4.87,8,Bedroom,9,4,0,2242135,Emilio,Centro,Embajadores,40.40968,-3.70805,Entire home/apt,443,4,210,4/12/2023,2.91,5,212,35,NA
10052652,Rental unit in Madrid,4.94,3,Bedroom,5,3,0,51592261,Catamarina Corporacion S.L.U.,Centro,Sol,40.41784,-3.70649,Entire home/apt,441,2,145,16/10/2023,1.5,3,131,7,NA
42462342,Rental unit in Madrid,4.86,1,Bedroom,2,1,0,82852705,Roger - Hauzify,Salamanca,Castellana,40.431324,-3.685626,Entire home/apt,439,1,58,8/11/2023,1.4,1,99,18,NA
33710054,Rental unit in Madrid,4.93,3,Bedroom,6,2,0,254096618,María Jesús,Tetuán,Castillejos,40.45771,-3.69196,Entire home/apt,439,3,79,9/12/2023,1.4,1,0,19,VT-4461
50729508,Condo in Madrid,4.82,6,Bedroom,6,2,0,85664504,Alfonso,Centro,Embajadores,40.41073,-3.70737,Entire home/apt,435,20,11,31/7/2023,0.38,10,225,7,NA
34974444,Tiny home in Madrid,4.57,1,Bedroom,1,1,1,263498378,Miguel Alexander,Arganzuela,Imperial,40.40558,-3.7141,Private room,435,30,14,1/3/2020,0.25,2,0,0,NA
35945406,Rental unit in Madrid,5,1,Bedroom,1,1,1,60113626,Elena,Ciudad Lineal,Ventas,40.42335,-3.65285,Private room,434,1,3,23/9/2019,0.05,4,1,0,NA
48928504,Rental unit in Madrid,4.8,4,Bedroom,5,3,0,28038703,Luxury Rentals Madrid,Centro,Palacio,40.41137,-3.7119,Entire home/apt,433,5,5,26/11/2023,0.17,101,16,4,VT-1313
36793147,Serviced apartment in Madrid,4.82,3,Bedroom,5,2,0,228209721,Eric,Centro,Universidad,40.42582,-3.70787,Entire home/apt,433,1,50,28/10/2023,1.04,5,261,23,NA
