id,name,rating,room,type-of-room,beds,number-of-baths,shared-bath,host-id,host-name,neighbourhood-group,neighbourhood,latitude,longitude,room-type,price,minimum-nights,number-of-reviews,last-review,reviews-per-month,calculated-host-listings-count,availability-365,number-of-reviews-ltm,license
19050255,Rental unit in Madrid,4.93,4,Bedroom,4,1,0,26264376,Ana,Centro,Universidad,40.423,-3.70398,Entire home/apt,300,3,41,9/10/2023,0.52,1,166,8,NA
18611284,Loft in Madrid,4.91,2,Bedroom,3,1,0,19896856,Eduardo,Centro,Universidad,40.42716,-3.70527,Entire home/apt,300,3,23,26/10/2023,0.33,1,176,6,NA
18269419,Rental unit in Madrid,4.84,3,Bedroom,5,3,0,33049567,José Luis,Centro,Palacio,40.41829,-3.7119,Entire home/apt,300,6,56,14/11/2023,0.7,7,252,12,NA
13651213,Rental unit in Madrid,4.78,3,Bedroom,3,2,0,9205789,Alfonso,Centro,Palacio,40.41264,-3.712366,Entire home/apt,300,1,9,6/1/2020,0.1,4,6,0,NA
5336454,Rental unit in Madrid,4.32,3,Bedroom,2,1,1,27652648,Isabel,Arganzuela,Acacias,40.40575,-3.71073,Private room,300,3,47,7/3/2019,0.44,1,363,0,NA
32979635,Rental unit in Madrid,4.8,5,Bedroom,10,3,0,245325459,Daniel,Centro,Sol,40.41658,-3.70696,Entire home/apt,299,1,128,8/12/2023,2.32,4,33,48,VT-5948
32693367,Condo in Madrid,4.72,2,Bedroom,5,2,0,245821643,Alejandro,Salamanca,Recoletos,40.42196,-3.69081,Entire home/apt,298,1,85,4/12/2023,1.46,1,290,41,NA
21859407,Rental unit in Madrid,4.71,1,Bedroom,1,1,0,157114944,Plaza España,Moncloa - Aravaca,Argüelles,40.42326,-3.71428,Entire home/apt,298,1,35,14/10/2023,0.49,7,279,2,49/639180.9/17
20991832,Rental unit in Madrid,4.83,3,Bedroom,3,2,0,31774454,Juan José,Centro,Sol,40.41678,-3.70795,Entire home/apt,297,4,126,5/12/2023,1.67,6,80,30,49/075026.9/17
49481938,Rental unit in Madrid,4.18,5,Bedroom,7,3,0,377605855,MIT House,Centro,Embajadores,40.40852,-3.70706,Entire home/apt,296,1,39,20/11/2023,1.27,291,0,16,VT-6761
38888205,Rental unit in Madrid,4.74,4,Bedroom,5,3,0,296659093,Nexty,Centro,Embajadores,40.41324,-3.70347,Entire home/apt,296,3,125,25/11/2023,2.59,2,212,48,NA
14819428,Rental unit in Madrid,4.75,3,Bedroom,4,3,0,125352528,Esperanza,Chamberí,Gaztambide,40.43609,-3.7167,Entire home/apt,296,2,166,19/11/2023,1.91,1,123,20,VT-11499
53778362,Home in Madrid,4.5,3,Bedroom,5,2,0,230030303,Luis,Centro,Palacio,40.41577,-3.70899,Entire home/apt,295,2,14,23/10/2023,0.58,6,224,2,NA
23013704,Rental unit in Madrid,4.56,3,Bedroom,5,2,0,596469,Gabriel Avalos,Salamanca,Lista,40.43733,-3.67872,Entire home/apt,295,1,34,9/11/2023,0.48,31,305,9,NA
22741612,Rental unit in Madrid,4.72,2,Bedroom,2,1,0,28038703,Luxury Rentals Madrid,Salamanca,Recoletos,40.42487,-3.68489,Entire home/apt,295,3,32,12/3/2023,0.46,101,139,1,VT-9313
51427636,Hostel in Madrid,5,1,Bedroom,8,1,0,414244011,The Central House Madrid,Centro,Embajadores,40.41132,-3.70519,Private room,294,1,7,26/6/2022,0.25,14,304,0,NA
49721134,Rental unit in Madrid,4.79,3,Bedroom,4,3,0,291253690,Fran Y Marta,Centro,Universidad,40.42206,-3.70387,Entire home/apt,294,1,124,10/12/2023,4.03,247,0,60,NA
37598924,Rental unit in Madrid,4.78,4,Bedroom,6,2,0,156755482,Urban,Centro,Universidad,40.42082,-3.70563,Entire home/apt,294,3,129,28/11/2023,2.5,4,110,39,NA
26188727,Rental unit in Madrid,5,2,Bedroom,3,2,0,9228673,Home At Homes,Centro,Justicia,40.42247,-3.69841,Entire home/apt,294,3,14,30/12/2021,0.22,11,293,0,VT-4907
23269747,Rental unit in Madrid,5,2,Bedroom,5,2,0,105322983,Ana,Centro,Sol,40.41442871,-3.707760096,Entire home/apt,294,1,228,4/12/2023,3.23,1,306,54,1869
21418557,Rental unit in Madrid,4.55,2,Bedroom,1,1,0,31772865,CituSpace,Chamberí,Trafalgar,40.43059,-3.70262,Entire home/apt,294,1,11,2/6/2022,0.15,42,362,0,NA
11132020,Serviced apartment in Madrid,3.86,1,Bedroom,1,1,0,31772865,CituSpace,Centro,Universidad,40.42932,-3.7055,Entire home/apt,294,1,7,27/9/2021,0.09,42,362,0,NA
53620580,Rental unit in Madrid,5,3,Bedroom,1,2,0,106591951,Luxa Home,Salamanca,Castellana,40.42989,-3.68619,Entire home/apt,293,7,4,31/10/2023,0.17,56,0,2,NA
43234442,Rental unit in Madrid,4.24,2,Bedroom,3,2,0,344054421,HS Juan & Marina,Centro,Palacio,40.41068,-3.71476,Entire home/apt,293,3,17,8/10/2023,0.43,1,338,1,NA
42371427,Rental unit in Madrid,4.72,2,Bedroom,4,2,0,28786243,Emilio,Centro,Universidad,40.42284,-3.70124,Entire home/apt,292,1,57,19/9/2023,1.24,75,336,13,NA
22878458,Rental unit in Madrid,4.74,3,Bedroom,4,2,0,169289956,Nadav,Centro,Universidad,40.42176,-3.70657,Entire home/apt,292,1,169,26/11/2023,2.37,3,261,33,NA
21672060,Condo in Madrid,4.87,2,Bedroom,3,1,0,62150493,Jorge,Chamberí,Almagro,40.430801,-3.694963,Entire home/apt,292,4,53,16/12/2022,0.72,3,340,1,NA
12284573,Rental unit in Madrid,4.25,4,Bedroom,5,2,0,50838254,Ana Belen,Centro,Sol,40.41595,-3.70128,Entire home/apt,291,3,12,4/1/2023,0.22,3,64,1,NA
13277109,Rental unit in Madrid,4.92,2,Bedroom,2,2,0,651163,Pablo,Centro,Sol,40.41861,-3.70574,Private room,290,2,12,10/12/2018,0.14,1,355,0,NA
53581674,Rental unit in Madrid,4.83,3,Bedroom,4,2,0,28786243,Emilio,Centro,Palacio,40.41091,-3.71009,Entire home/apt,289,1,69,8/11/2023,2.88,75,323,24,NA
40188912,Rental unit in Madrid,4.82,3,Bedroom,4,2,0,310385679,Javier,Centro,Embajadores,40.41154,-3.7029,Entire home/apt,289,1,78,20/11/2023,1.62,1,253,27,VT-10953
37624885,Rental unit in Madrid,4.6,2,Bedroom,5,2,0,283942777,New Point Ópera,Centro,Sol,40.41823,-3.70731,Entire home/apt,289,1,5,1/10/2023,0.2,11,344,3,NA
47919473,Rental unit in Madrid,4.88,3,Bedroom,4,2,0,596469,Gabriel Avalos,Salamanca,Goya,40.4242,-3.67468,Entire home/apt,288,1,17,11/12/2023,0.62,31,349,7,NA
30174399,Rental unit in Madrid,4.67,2,Bedroom,3,3,0,28038703,Luxury Rentals Madrid,Salamanca,Castellana,40.43058,-3.68582,Entire home/apt,288,3,12,27/11/2023,0.66,101,165,8,VT-6170
20577575,Serviced apartment in Madrid,4.79,3,Bedroom,4,2,0,37291567,Cris,Centro,Embajadores,40.40884,-3.69675,Entire home/apt,288,2,67,2/9/2023,0.9,11,274,17,1.11E+12
52862883,Serviced apartment in Madrid,4.88,4,Bedroom,6,3,0,356248492,Monaro,Centro,Embajadores,40.412254,-3.705473,Entire home/apt,287,1,69,8/12/2023,3.63,17,236,40,NA
32019760,Rental unit in Madrid,4.88,4,Bedroom,5,2,0,240071573,Patricia,Chamberí,Arapiles,40.43168,-3.70793,Entire home/apt,287,1,56,14/10/2023,0.95,1,326,5,NA
43880064,Rental unit in Madrid,4.75,2,Bedroom,3,2,0,350471005,HS Juan & Marina,Centro,Justicia,40.42205,-3.69629,Entire home/apt,285,3,71,27/11/2023,1.74,1,332,24,NA
28120790,Rental unit in Madrid,4.76,6,Bedroom,11,2,0,51647919,Monaro,Centro,Universidad,40.4219,-3.70794,Entire home/apt,284,1,166,3/12/2023,2.6,4,235,39,NA
19516255,Rental unit in Madrid,4.92,3,Bedroom,4,3,0,112373304,Daniel,Salamanca,Goya,40.42495,-3.67818,Entire home/apt,284,1,37,10/12/2023,0.72,67,253,20,NA
15428073,Rental unit in Madrid,4.78,1,Bedroom,7,1,0,32420211,Hellen,Centro,Universidad,40.421257,-3.706301,Entire home/apt,284,1,99,27/10/2023,1.15,4,224,6,VT2039
52505141,Rental unit in Madrid,4.29,2,Bedroom,3,2,0,250112582,HomeAbroad Apartments,Chamberí,Trafalgar,40.43063,-3.70537,Entire home/apt,283,1,7,12/4/2022,0.27,5,304,0,TRAMITE
40995392,Rental unit in Madrid,4.95,4,Bedroom,5,4,0,135248994,Spanish Vanity,Centro,Palacio,40.41896,-3.70994,Entire home/apt,283,1,310,14/12/2023,6.42,6,237,116,NA
38813940,Rental unit in Madrid,4.64,3,Bedroom,5,2,0,294229909,Canaan Xibanya 1,Centro,Palacio,40.42111,-3.70997,Entire home/apt,283,1,42,26/11/2023,0.83,11,351,17,NA
26915512,Rental unit in Madrid,4.16,5,Bedroom,5,3,0,51564174,Álvaro & Tatiana,Centro,Universidad,40.42755,-3.70374,Entire home/apt,283,1,88,3/12/2023,1.38,16,5,24,VT-9204
17505027,Rental unit in Madrid,4.75,1,Studio,3,0,0,6282893,Patricia,Centro,Sol,40.41643,-3.70699,Entire home/apt,283,1,32,25/12/2019,0.39,10,0,0,NA
5847367,Rental unit in Madrid,4.87,2,Bedroom,2,2,0,30358377,Enrique,Chamartín,Nueva España,40.46303,-3.68912,Entire home/apt,283,3,119,28/11/2023,1.14,2,356,17,NA
43924460,Rental unit in Madrid,4.49,3,Bedroom,3,2,0,107335103,Amazinn Places,Centro,Cortes,40.41513,-3.70174,Entire home/apt,282,1,201,12/8/2023,4.8,115,0,6,NA
43565478,Rental unit in Madrid,4.94,2,Bedroom,2,2,0,197974523,Gabriel,Centro,Palacio,40.42104,-3.70733,Entire home/apt,282,2,16,27/9/2023,0.66,14,59,2,VT-8072
12567922,Rental unit in Madrid,4.5,4,Bedroom,9,1,0,16859206,Ursula,Centro,Palacio,40.42284,-3.7106,Entire home/apt,282,2,10,14/7/2023,0.12,7,365,3,NA
52999574,Aparthotel in Madrid,4.75,2,Bedroom,2,2,0,428236958,Boutike,Salamanca,Recoletos,40.41991043,-3.691504955,Entire home/apt,281,1,4,5/11/2023,0.17,3,205,2,AM1324
30848334,Rental unit in Madrid,4.76,2,Bedroom,4,2,0,230030303,Luis,Centro,Palacio,40.4154,-3.71032,Entire home/apt,281,2,87,30/10/2023,1.44,6,167,2,NA
35402860,Rental unit in Madrid,4.92,2,Bedroom,2,2,0,226793524,Beleco Sl,Centro,Justicia,40.42294,-3.6929,Entire home/apt,280,4,24,25/11/2023,1.09,6,0,17,NA
30061571,Rental unit in Madrid,4.83,3,Bedroom,3,2,0,28786243,Emilio,Chamberí,Rios Rosas,40.44207569,-3.698548265,Entire home/apt,280,1,162,30/11/2023,2.67,75,320,19,NA
5630090,Rental unit in Madrid,4.67,4,Bedroom,5,1,0,26072216,Nines,Centro,Palacio,40.41031,-3.71023,Entire home/apt,280,90,6,20/6/2016,0.06,4,234,0,NA
45531416,Rental unit in Madrid,4.63,2,Bedroom,2,2,0,15163971,Mende,Centro,Cortes,40.41595,-3.70088,Entire home/apt,279,1,8,14/12/2022,0.32,9,164,0,NA
27534567,Rental unit in Madrid,4.77,2,Bedroom,2,1,0,11583160,Jose,Retiro,Jerónimos,40.41638,-3.67819,Entire home/apt,279,7,13,29/10/2023,0.21,1,180,4,NA
13434343,Rental unit in Madrid,5,1,Bedroom,1,1,0,69600676,Maria Noelia,Centro,Sol,40.41926956,-3.70213604,Entire home/apt,279,2,5,27/6/2023,0.07,10,212,1,NA
49603998,Rental unit in Madrid,4.36,4,Bedroom,7,2,0,377605855,MIT House,Centro,Embajadores,40.41258,-3.70348,Entire home/apt,278,1,36,25/10/2023,1.16,291,4,10,VT-1479
44551437,Rental unit in Madrid,4.81,1,Bedroom,1,1,0,360503596,HS Juan & Marina,Chamberí,Almagro,40.42603,-3.69067,Entire home/apt,278,3,54,27/10/2023,1.36,1,330,4,NA
34593580,Rental unit in Madrid,4.83,3,Bedroom,5,3,0,22321820,Vanrays,Centro,Universidad,40.42246,-3.70676,Entire home/apt,278,4,103,12/12/2023,1.92,31,213,32,VT-8297
15984990,Rental unit in Madrid,4.93,1,Bedroom,2,1,0,103860984,Francisco Javier,Centro,Palacio,40.41663,-3.71061,Entire home/apt,278,2,120,24/10/2023,1.4,1,150,14,D.G de Turismo -  VT-3557
15291983,Serviced apartment in Madrid,4.86,2,Bedroom,3,NA,,88853220,Jose Manuel,Centro,Justicia,40.42324,-3.7006,Hotel room,278,1,29,17/4/2023,0.33,4,55,1,NA
4230273,Rental unit in Madrid,4.47,2,Bedroom,3,3,0,21792828,Juli,Centro,Palacio,40.41254,-3.71305,Entire home/apt,276,4,32,18/4/2022,0.29,3,364,0,NA
53824502,Rental unit in Madrid,4.87,3,Bedroom,3,2,0,28786243,Emilio,Centro,Universidad,40.42271,-3.70699,Entire home/apt,275,1,31,24/11/2023,1.28,75,337,13,NA
52791200,Rental unit in Madrid,4.37,3,Bedroom,5,2,0,5542111,Apartamentos Day Madrid,Centro,Universidad,40.422089,-3.70733,Entire home/apt,275,1,51,19/11/2023,2.08,38,362,27,VT-3603
26727937,Rental unit in Madrid,4.86,2,Bedroom,2,2,0,2627610,Francisco,Centro,Justicia,40.42402,-3.69549,Entire home/apt,275,2,69,19/11/2023,1.08,1,244,20,NA
6397813,Rental unit in Madrid,4.2,6,Bedroom,9,2,0,5542111,Apartamentos Day Madrid,Centro,Universidad,40.421349,-3.706204,Entire home/apt,275,1,374,4/12/2023,3.61,38,336,43,VT-5581
3277613,Rental unit in Madrid,4.15,4,Bedroom,6,2,0,5542111,Apartamentos Day Madrid,Centro,Universidad,40.421349,-3.706204,Entire home/apt,275,1,344,30/10/2023,3.06,38,354,26,VT-5582
49921177,Rental unit in Madrid,4.82,3,Bedroom,5,3,0,402549590,Apartamento,Centro,Palacio,40.41679,-3.70928,Entire home/apt,274,3,33,9/10/2023,1.12,1,81,15,NA
39717480,Serviced apartment in Madrid,4.82,2,Bedroom,3,2,0,305260999,Pablo,Centro,Palacio,40.42155,-3.70863,Entire home/apt,274,1,291,12/12/2023,6.05,10,0,85,B88457544
29914832,Rental unit in Madrid,4.76,3,Bedroom,3,2,0,28786243,Emilio,Centro,Embajadores,40.40706,-3.69613,Entire home/apt,274,1,63,12/11/2023,1.04,75,329,7,NA
48732595,Condo in Madrid,4.71,3,Bedroom,3,2,0,97593106,Maria,Centro,Universidad,40.42608,-3.70371,Entire home/apt,273,4,7,29/5/2023,0.37,2,210,1,NA
40483270,Boutique hotel in Madrid,4.5,1,Bedroom,4,1,0,307455372,Hotel Victoria 4,Centro,Sol,40.41624,-3.70174,Private room,273,1,4,6/10/2023,0.19,3,328,2,NA
39412574,Rental unit in Madrid,4.54,3,Bedroom,3,2,0,302730023,Chiara,Centro,Cortes,40.41464,-3.69933,Entire home/apt,273,1,24,26/11/2023,0.47,1,353,9,NA
30734070,Home in Madrid,4.8,2,Bedroom,4,1,0,230030303,Luis,Centro,Palacio,40.4154,-3.71032,Entire home/apt,273,2,64,29/6/2023,1.06,6,172,2,VT-10073
40811695,Rental unit in Madrid,4.64,3,Bedroom,5,2,0,294229909,Canaan Xibanya 1,Centro,Palacio,40.42096,-3.70999,Entire home/apt,272,1,47,26/11/2023,0.98,11,78,22,NA
25180400,Rental unit in Madrid,4.9,3,Bedroom,4,1,0,142437850,Monica,Centro,Sol,40.4149,-3.70631,Entire home/apt,272,2,225,26/11/2023,3.35,2,0,61,NA
21228494,Rental unit in Madrid,4.75,2,Bedroom,3,2,0,28038703,Luxury Rentals Madrid,Centro,Palacio,40.4215,-3.71294,Entire home/apt,272,3,20,5/11/2023,0.27,101,105,7,VT-9311
14328391,Rental unit in Madrid,4.86,2,Bedroom,3,2,0,87675124,Pedro,Centro,Sol,40.41486,-3.70452,Entire home/apt,272,4,228,30/11/2023,2.56,2,60,43,VT-2128
34988693,Rental unit in Madrid,4.89,3,Bedroom,3,3,0,28786243,Emilio,Centro,Universidad,40.42195,-3.70555,Entire home/apt,271,1,106,25/11/2023,1.93,75,341,22,NA
30127720,Rental unit in Madrid,5,2,Bedroom,2,2,0,19000680,Ricardo,Centro,Cortes,40.4135,-3.69891,Entire home/apt,271,2,14,31/7/2023,0.23,2,61,4,NA
35589270,Rental unit in Madrid,4.77,3,Bedroom,5,2,0,251326962,Promociones Saturdi S.L.,Centro,Justicia,40.42153,-3.70082,Entire home/apt,270,3,121,10/12/2023,2.24,3,152,40,VT 1639
7704180,Rental unit in Madrid,4.78,1,Studio,3,0,0,6282893,Patricia,Salamanca,Recoletos,40.4198,-3.69173,Entire home/apt,270,1,65,4/10/2019,0.65,10,230,0,VT-2603
53821687,Rental unit in Madrid,4.5,4,Bedroom,4,2,0,434200137,Villamena,Salamanca,Goya,40.42337,-3.67504,Entire home/apt,269,1,50,3/12/2023,2.09,8,179,28,NA
21270038,Rental unit in Madrid,4.68,2,Bedroom,5,2,0,153366900,Pilar,Salamanca,Lista,40.43057,-3.67968,Entire home/apt,269,3,63,4/11/2023,0.86,1,36,21,VT-4210
20594614,Rental unit in Madrid,4.93,1,Bedroom,2,2,0,112373304,Daniel,Centro,Justicia,40.42257,-3.69891,Entire home/apt,269,1,15,5/3/2023,0.21,67,0,10,NA
51061279,Rental unit in Madrid,4.73,3,Bedroom,4,2,0,413137791,Botoneras,Centro,Sol,40.41594,-3.70755,Entire home/apt,268,1,67,26/11/2023,2.84,5,252,36,VT-5106
50841717,Rental unit in Madrid,3.88,5,Bedroom,5,5,0,17499500,Homeabout,Centro,Justicia,40.42084,-3.69832,Entire home/apt,268,1,34,23/11/2023,1.52,28,26,8,VT-12843
48947793,Rental unit in Madrid,5,2,Bedroom,2,3,0,28038703,Luxury Rentals Madrid,Salamanca,Castellana,40.43052,-3.68578,Entire home/apt,268,7,3,4/4/2023,0.28,101,149,3,NA
47307504,Rental unit in Madrid,4.77,1,Bedroom,3,2,0,380152203,Sonder (Madrid),Centro,Universidad,40.42648,-3.70248,Entire home/apt,268,1,22,4/10/2023,0.62,12,311,2,NA
11077428,Rental unit in Madrid,4.16,4,Bedroom,6,1,0,5542111,Apartamentos Day Madrid,Centro,Universidad,40.422089,-3.70733,Entire home/apt,268,1,315,9/7/2023,3.32,38,361,13,VT-3603
28423651,Rental unit in Madrid,4.8,2,Bedroom,4,2,0,212572141,Host Gdiez,Centro,Palacio,40.4134,-3.7079,Entire home/apt,267,2,136,9/11/2023,2.14,13,319,38,REGISTRO COMUNIDAD DE MADRID VT-8631
13927392,Rental unit in Madrid,4.78,3,Bedroom,9,2,0,51647919,Monaro,Centro,Palacio,40.41439,-3.70879,Entire home/apt,267,1,237,10/12/2023,2.67,4,234,52,NA
31037799,Rental unit in Madrid,4.79,3,Bedroom,9,3,0,79020953,Isabel,Centro,Universidad,40.42559,-3.70678,Entire home/apt,266,1,125,29/10/2023,2.07,6,123,20,VT-4206
22995510,Rental unit in Madrid,4.59,4,Bedroom,8,2,0,5410507,María,Centro,Embajadores,40.41192,-3.70429,Entire home/apt,266,3,157,27/11/2023,2.27,1,224,46,VT-3542
22752048,Rental unit in Madrid,4.67,5,Bedroom,6,5,0,92184438,Tato,Centro,Sol,40.41425,-3.70412,Entire home/apt,266,1,258,26/11/2023,3.65,4,0,80,NA
19418800,Rental unit in Madrid,5,1,Bedroom,1,2,0,8381892,Alberto,Centro,Universidad,40.4257,-3.70476,Entire home/apt,266,3,7,23/10/2023,0.1,1,87,2,NA
10275785,Serviced apartment in Madrid,4.5,1,Bedroom,3,1,0,52847482,Jardines,Moncloa - Aravaca,Argüelles,40.42147827,-3.714732885,Entire home/apt,266,1,6,22/10/2023,0.06,2,355,1,NA
44646313,Loft in Madrid,4.93,2,Bedroom,2,2,0,38437353,Alex,Centro,Sol,40.41878,-3.70689,Entire home/apt,265,3,104,14/12/2023,2.67,1,168,36,NA
40863233,Rental unit in Madrid,4.61,3,Bedroom,4,2,0,77420214,Presidence Rentals,Salamanca,Castellana,40.43102,-3.68661,Entire home/apt,264,1,85,26/11/2023,1.77,23,152,30,VT-13102
35594571,Rental unit in Madrid,4.77,2,Bedroom,2,2,0,28038703,Luxury Rentals Madrid,Centro,Palacio,40.42083,-3.70949,Entire home/apt,264,3,22,20/11/2023,0.43,101,128,7,VT-6191
16646591,Loft in Madrid,4.86,2,Bedroom,2,2,0,192477907,Alejandro,Salamanca,Recoletos,40.42430757,-3.685263312,Entire home/apt,264,3,43,1/12/2023,0.52,4,229,30,NA
8127341,Rental unit in Madrid,4.88,2,Bedroom,2,2,0,42917712,Adriana,Moncloa - Aravaca,Argüelles,40.4284,-3.71872,Entire home/apt,264,2,25,10/12/2023,0.26,1,169,8,NA
4202733,Rental unit in Madrid,4.72,4,Bedroom,5,2,0,16509221,Carlos,Salamanca,Guindalera,40.43805,-3.67307,Entire home/apt,264,4,46,17/6/2023,0.42,4,222,3,VT-3973
39982406,Condo in Madrid,4.6,5,Bedroom,8,3,0,308267305,Devidass,Moncloa - Aravaca,El Plantío,40.46653283,-3.809405616,Entire home/apt,263,2,5,21/12/2022,0.11,1,300,1,VT-12318
31636293,Serviced apartment in Centro,4.79,4,Bedroom,5,2,0,227756127,Slow Suites Gran Via,Centro,Justicia,40.41962,-3.69896,Entire home/apt,263,1,71,1/12/2023,1.22,4,135,32,NA
30211968,Rental unit in Madrid,4.87,3,Bedroom,4,2,0,226207007,Tambo,Centro,Universidad,40.42395,-3.70861,Entire home/apt,263,4,90,9/12/2023,1.47,1,68,36,NA
16011916,Rental unit in Madrid,4.83,2,Bedroom,3,2,0,2931421,Daniel,Centro,Universidad,40.42498,-3.70379,Entire home/apt,263,2,175,9/12/2023,2.04,6,14,5,VT4181
54334126,Condo in Madrid,5,3,Bedroom,7,2,0,14402264,Nova,Chamberí,Vallehermoso,40.44019,-3.71472,Entire home/apt,262,5,25,27/11/2023,1.12,1,106,12,NA
53303477,Rental unit in Madrid,4.39,4,Bedroom,4,2,0,107335103,Amazinn Places,Centro,Embajadores,40.4073,-3.69943,Entire home/apt,262,1,114,30/10/2023,4.52,115,359,27,NA
52795407,Rental unit in Madrid,4.24,4,Bedroom,6,2,0,5542111,Apartamentos Day Madrid,Centro,Universidad,40.422089,-3.70733,Entire home/apt,262,1,70,11/12/2023,2.78,38,361,36,VT-3603
50302756,Rental unit in Madrid,4.6,3,Bedroom,4,2,0,377605855,MIT House,Centro,Cortes,40.41589,-3.70045,Entire home/apt,262,1,92,16/11/2023,3.13,291,346,35,VT-3960
47988323,Serviced apartment in Madrid,5,2,Bedroom,3,2,0,596469,Gabriel Avalos,Retiro,Ibiza,40.41697,-3.67764,Entire home/apt,262,1,14,14/4/2023,0.42,31,356,2,NA
31606140,Serviced apartment in Madrid,4.76,4,Bedroom,7,2,0,227755992,Slow Suites Bellas Artes,Centro,Cortes,40.41858,-3.69739,Entire home/apt,262,1,41,5/11/2023,0.73,6,308,15,NA
20167485,Rental unit in Madrid,4.64,4,Bedroom,3,2,0,9228673,Home At Homes,Salamanca,Fuente del Berro,40.4244,-3.66667,Entire home/apt,262,5,22,12/11/2023,0.31,11,346,8,VT-4421
48557061,Rental unit in Madrid,4.75,2,Bedroom,5,2,0,2105590,Reyes,Moncloa - Aravaca,Argüelles,40.43193,-3.72307,Entire home/apt,261,1,16,22/10/2023,0.55,34,25,9,NA
30761904,Serviced apartment in Madrid,4.82,2,Bedroom,4,2,0,228209721,Eric,Centro,Universidad,40.42531,-3.70661,Entire home/apt,261,1,403,5/12/2023,8.12,5,355,127,NA
20842630,Rental unit in Madrid,4.94,4,Bedroom,6,3,0,168241843,Marta Y Arturo,Centro,Embajadores,40.41253,-3.70056,Entire home/apt,261,1,309,4/12/2023,4.05,30,0,55,NA
39070414,Rental unit in Madrid,4.62,3,Bedroom,5,2,0,216203351,Fiteni,Salamanca,Lista,40.42937,-3.67848,Entire home/apt,260,1,95,15/11/2023,1.86,15,312,27,NA
34073014,Rental unit in Madrid,4.65,2,Bedroom,2,2,0,257300175,Alex,Centro,Cortes,40.41561,-3.69913,Entire home/apt,260,2,54,14/9/2023,0.97,1,348,6,NA
32653006,Rental unit in Madrid,4.54,2,Bedroom,3,2,0,28038703,Luxury Rentals Madrid,Salamanca,Recoletos,40.42221,-3.68638,Entire home/apt,260,2,13,13/11/2023,0.23,101,111,3,VT-7835
31032181,Rental unit in Madrid,4.79,2,Bedroom,4,2,0,596469,Gabriel Avalos,Salamanca,Goya,40.42692,-3.67513,Entire home/apt,260,1,43,5/12/2023,0.73,31,279,26,NA
28667528,Serviced apartment in Madrid,3,1,Bedroom,3,1,0,38059448,Nelly,Retiro,Jerónimos,40.41511,-3.69064,Entire home/apt,260,2,4,26/6/2021,0.08,4,0,0,NA
25572293,Rental unit in Madrid,4.6,3,Bedroom,4,2,0,107335103,Amazinn Places,Centro,Universidad,40.42215,-3.70757,Entire home/apt,260,1,450,5/11/2023,6.76,115,0,29,NA
19060615,Rental unit in MADRID,4.52,3,Bedroom,6,2,0,133056146,Dobohomes,Centro,Embajadores,40.41398,-3.70368,Entire home/apt,260,1,82,5/11/2023,1.07,25,0,12,VT
6715953,Rental unit in Madrid,4.84,2,Bedroom,3,1,0,8244614,Mad About You,Centro,Palacio,40.41737,-3.71394,Entire home/apt,260,3,132,19/11/2023,1.27,14,13,23,NA
37153661,Rental unit in Madrid,4.8,5,Bedroom,5,4,0,42407188,Vidal,Fuencarral - El Pardo,Mirasierra,40.49307,-3.71216,Entire home/apt,259,30,15,6/11/2023,0.29,1,292,2,NA
51427334,Hostel in Madrid,4.83,1,Bedroom,8,1,0,414244011,The Central House Madrid,Centro,Embajadores,40.40991,-3.70714,Private room,258,1,18,5/10/2023,0.65,14,292,4,NA
49998462,Rental unit in Madrid,4.92,2,Bedroom,3,2,0,403219724,Francisca De La Merced,Centro,Palacio,40.42048,-3.7076,Entire home/apt,258,1,64,25/7/2023,2.07,1,7,15,NA
45967706,Rental unit in Madrid,4,2,Bedroom,3,2,0,102196656,Welcomergroup,Salamanca,Goya,40.42196,-3.67822,Entire home/apt,258,10,7,24/7/2023,0.36,27,40,6,NA
40025126,Rental unit in Madrid,4.55,2,Bedroom,3,2,0,28038703,Luxury Rentals Madrid,Salamanca,Lista,40.42907,-3.67904,Entire home/apt,258,3,11,24/11/2023,0.32,101,140,7,VT-13086
39962039,Rental unit in Madrid,4.69,2,Bedroom,5,2,0,156174483,F,Centro,Embajadores,40.41172,-3.69836,Entire home/apt,258,3,26,13/6/2023,0.53,3,229,10,NA
35601926,Boutique hotel in Madrid,5,1,Bedroom,1,1,0,217039385,Lara De One Shot Recoletos,Salamanca,Recoletos,40.42088,-3.69138,Hotel room,258,1,3,1/6/2023,0.09,4,0,1,NA
21408141,Loft in Madrid,4.65,3,Bedroom,3,3,0,155116115,Sergio,Centro,Embajadores,40.41237,-3.70113,Entire home/apt,258,2,255,26/11/2023,3.46,1,260,56,NA
49511751,Rental unit in Madrid,4.71,1,Bedroom,1,1,0,377605855,MIT House,Chamberí,Trafalgar,40.43644,-3.70147,Entire home/apt,257,1,39,3/11/2023,1.25,291,0,17,VT-929
38840531,Rental unit in Madrid,4.74,3,Bedroom,6,2,0,20002502,Elena,Centro,Embajadores,40.41041,-3.69745,Entire home/apt,257,20,23,4/1/2023,0.45,1,180,2,NA
21388718,Rental unit in Madrid,4.99,2,Bedroom,4,2,0,151115881,Carlos,Salamanca,Goya,40.42281,-3.67682,Entire home/apt,257,3,195,30/11/2023,2.61,2,58,41,VT-8036
